additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,private,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,semantic_name_4,semantic_name_5,semantic_name_6,semantic_name_7,semantic_name_8,short_name,aliases,character,unicodes,availability
,arrows,2727,100138,TRUE,FALSE,,,,,,,,,,,arrow.turn.up.left,,􀄸,XXXXX,2019
,arrows,2728,100135,TRUE,FALSE,,,,,,,,,,,arrow.turn.down.right,,􀄵,XXXXX,2019
,arrows,2729,100139,TRUE,FALSE,,,,,,,,,,,arrow.turn.up.right,,􀄹,XXXXX,2019
,arrows,2730,100132,TRUE,FALSE,,,,,,,,,,,arrow.turn.right.up,,􀄲,XXXXX,2019
,arrows,2731,100136,TRUE,FALSE,,,,,,,,,,,arrow.turn.left.up,,􀄶,XXXXX,2019
,arrows,2732,100133,TRUE,FALSE,,,,,,,,,,,arrow.turn.right.down,,􀄳,XXXXX,2019
,arrows,2733,100137,TRUE,FALSE,,,,,,,,,,,arrow.turn.left.down,,􀄷,XXXXX,2019
,arrows,2734,10013C,TRUE,FALSE,,,,,,,,,,,arrow.uturn.left,,􀄼,XXXXX,2019
,arrows,2735,10008E,TRUE,FALSE,,,,,,,,,,,arrow.uturn.left.circle,,􀂎,XXXXX,2019
,"arrows, multicolor",2736,10008F,TRUE,FALSE,,,,,,,,,,,arrow.uturn.left.circle.fill,,􀂏,XXXXX,2019
,arrows,2737,1007B8,TRUE,FALSE,,,,,,,,,,,arrow.uturn.left.circle.badge.ellipsis,,􀞸,XXXXX,2019
,arrows,2738,10011E,TRUE,FALSE,,,,,,,,,,,arrow.uturn.left.square,,􀄞,XXXXX,2019
,arrows,2739,10011F,TRUE,FALSE,,,,,,,,,,,arrow.uturn.left.square.fill,,􀄟,XXXXX,2019
,arrows,2746,10013D,TRUE,FALSE,,,,,,,,,,,arrow.uturn.right,,􀄽,XXXXX,2019
,arrows,2747,100090,TRUE,FALSE,,,,,,,,,,,arrow.uturn.right.circle,,􀂐,XXXXX,2019
,"arrows, multicolor",2748,100091,TRUE,FALSE,,,,,,,,,,,arrow.uturn.right.circle.fill,,􀂑,XXXXX,2019
,arrows,2749,100120,TRUE,FALSE,,,,,,,,,,,arrow.uturn.right.square,,􀄠,XXXXX,2019
,arrows,2750,100121,TRUE,FALSE,,,,,,,,,,,arrow.uturn.right.square.fill,,􀄡,XXXXX,2019
,arrows,2756,10013A,TRUE,FALSE,,,,,,,,,,,arrow.uturn.up,,􀄺,XXXXX,2019
,arrows,2757,10008A,TRUE,FALSE,,,,,,,,,,,arrow.uturn.up.circle,,􀂊,XXXXX,2019
,"arrows, multicolor",2758,10008B,TRUE,FALSE,,,,,,,,,,,arrow.uturn.up.circle.fill,,􀂋,XXXXX,2019
,arrows,2759,10011A,TRUE,FALSE,,,,,,,,,,,arrow.uturn.up.square,,􀄚,XXXXX,2019
,arrows,2760,10011B,TRUE,FALSE,,,,,,,,,,,arrow.uturn.up.square.fill,,􀄛,XXXXX,2019
,arrows,2761,10013B,TRUE,FALSE,,,,,,,,,,,arrow.uturn.down,,􀄻,XXXXX,2019
,arrows,2762,10008C,TRUE,FALSE,,,,,,,,,,,arrow.uturn.down.circle,,􀂌,XXXXX,2019
,"arrows, multicolor",2763,10008D,TRUE,FALSE,,,,,,,,,,,arrow.uturn.down.circle.fill,,􀂍,XXXXX,2019
,arrows,2764,10011C,TRUE,FALSE,,,,,,,,,,,arrow.uturn.down.square,,􀄜,XXXXX,2019
,arrows,2765,10011D,TRUE,FALSE,,,,,,,,,,,arrow.uturn.down.square.fill,,􀄝,XXXXX,2019
"cardinal, directions, move",arrows,2766,1009D0,TRUE,FALSE,,,cardinal,directions,move,,,,,,arrow.up.and.down.and.arrow.left.and.right,,􀧐,XXXXX,2020
"diagonal, directions, move",arrows,2767,100B11,TRUE,FALSE,,,diagonal,directions,move,,,,,,arrow.up.left.and.down.right.and.arrow.up.right.and.down.left,,􀬑,XXXXX,2020
,arrows,2768,10013E,TRUE,FALSE,,,,,,,,,,,arrow.left.and.right,,􀄾,XXXXX,2019
,arrows,2769,10047E,TRUE,FALSE,,,,,,,,,,,arrow.left.and.right.circle,,􀑾,XXXXX,2019
,"arrows, multicolor",2770,10047F,TRUE,FALSE,,,,,,,,,,,arrow.left.and.right.circle.fill,,􀑿,XXXXX,2019
,arrows,2771,100480,TRUE,FALSE,,,,,,,,,,,arrow.left.and.right.square,,􀒀,XXXXX,2019
,arrows,2772,100481,TRUE,FALSE,,,,,,,,,,,arrow.left.and.right.square.fill,,􀒁,XXXXX,2019
,arrows,2773,100479,TRUE,FALSE,,,,,,,,,,,arrow.up.and.down,,􀑹,XXXXX,2019
,arrows,2774,10047A,TRUE,FALSE,,,,,,,,,,,arrow.up.and.down.circle,,􀑺,XXXXX,2019
,"arrows, multicolor",2775,10047B,TRUE,FALSE,,,,,,,,,,,arrow.up.and.down.circle.fill,,􀑻,XXXXX,2019
,arrows,2776,10047C,TRUE,FALSE,,,,,,,,,,,arrow.up.and.down.square,,􀑼,XXXXX,2019
,arrows,2777,10047D,TRUE,FALSE,,,,,,,,,,,arrow.up.and.down.square.fill,,􀑽,XXXXX,2019
home,"arrows, keyboard",2778,10013F,TRUE,FALSE,,,home,,,,,,,,arrow.up.to.line,,􀄿,XXXXX,2019
home,"arrows, keyboard, whatsnew",2779,100143,TRUE,FALSE,,,home,,,,,,,,arrow.up.to.line.compact,arrow.up.to.line.alt,􀅃,XXXXX,2021
home.circle,"arrows, whatsnew",2780,1004C6,TRUE,FALSE,,,home.circle,,,,,,,,arrow.up.to.line.circle,,􀓆,XXXXX,2021
home.circle.fill,"arrows, multicolor, whatsnew",2781,1004C7,TRUE,FALSE,,,home.circle.fill,,,,,,,,arrow.up.to.line.circle.fill,,􀓇,XXXXX,2021
end,"arrows, keyboard",2782,100140,TRUE,FALSE,,,end,,,,,,,,arrow.down.to.line,,􀅀,XXXXX,2019
end,"arrows, keyboard, whatsnew",2783,100144,TRUE,FALSE,,,end,,,,,,,,arrow.down.to.line.compact,arrow.down.to.line.alt,􀅄,XXXXX,2021
end.circle,"arrows, whatsnew",2784,1004C8,TRUE,FALSE,,,end.circle,,,,,,,,arrow.down.to.line.circle,,􀓈,XXXXX,2021
end.circle.fill,"arrows, multicolor, whatsnew",2785,1004C9,TRUE,FALSE,,,end.circle.fill,,,,,,,,arrow.down.to.line.circle.fill,,􀓉,XXXXX,2021
"indent, tab","arrows, keyboard",2786,100141,TRUE,FALSE,,,indent,tab,,,,,,,arrow.left.to.line,,􀅁,XXXXX,2019
"indent, tab","arrows, keyboard, whatsnew",2787,100145,TRUE,FALSE,,,indent,tab,,,,,,,arrow.left.to.line.compact,arrow.left.to.line.alt,􀅅,XXXXX,2021
,"arrows, whatsnew",2788,1004CA,TRUE,FALSE,,,,,,,,,,,arrow.left.to.line.circle,,􀓊,XXXXX,2021
,"arrows, multicolor, whatsnew",2789,1004CB,TRUE,FALSE,,,,,,,,,,,arrow.left.to.line.circle.fill,,􀓋,XXXXX,2021
"indent, tab","arrows, keyboard, whatsnew",2790,10108A,TRUE,FALSE,,,indent,tab,,,,,,,arrow.backward.to.line,,􁂊,XXXXX,2021
,"arrows, whatsnew",2791,10108C,TRUE,FALSE,,,,,,,,,,,arrow.backward.to.line.circle,,􁂌,XXXXX,2021
,"arrows, multicolor, whatsnew",2792,10108D,TRUE,FALSE,,,,,,,,,,,arrow.backward.to.line.circle.fill,,􁂍,XXXXX,2021
"indent, tab","arrows, keyboard",2793,100142,TRUE,FALSE,,,indent,tab,,,,,,,arrow.right.to.line,,􀅂,XXXXX,2019
"indent, tab","arrows, keyboard, whatsnew",2794,100146,TRUE,FALSE,,,indent,tab,,,,,,,arrow.right.to.line.compact,arrow.right.to.line.alt,􀅆,XXXXX,2021
tab.circle,"arrows, whatsnew",2795,1004CC,TRUE,FALSE,,,tab.circle,,,,,,,,arrow.right.to.line.circle,,􀓌,XXXXX,2021
tab.circle.fill,"arrows, multicolor, whatsnew",2796,1004CD,TRUE,FALSE,,,tab.circle.fill,,,,,,,,arrow.right.to.line.circle.fill,,􀓍,XXXXX,2021
"indent, tab","arrows, keyboard, whatsnew",2797,10108E,TRUE,FALSE,,,indent,tab,,,,,,,arrow.forward.to.line,,􁂎,XXXXX,2021
,"arrows, whatsnew",2798,101090,TRUE,FALSE,,,,,,,,,,,arrow.forward.to.line.circle,,􁂐,XXXXX,2021
,"arrows, multicolor, whatsnew",2799,101091,TRUE,FALSE,,,,,,,,,,,arrow.forward.to.line.circle.fill,,􁂑,XXXXX,2021
refresh,arrows,2800,100148,TRUE,FALSE,,,refresh,,,,,,,,arrow.clockwise,,􀅈,XXXXX,2019
"refresh, refresh.circle",arrows,2801,100681,TRUE,FALSE,,,refresh,refresh.circle,,,,,,,arrow.clockwise.circle,,􀚁,XXXXX,2019
"refresh, refresh.circle.fill","arrows, multicolor",2802,100682,TRUE,FALSE,,,refresh,refresh.circle.fill,,,,,,,arrow.clockwise.circle.fill,,􀚂,XXXXX,2019
,arrows,2803,100149,TRUE,FALSE,,,,,,,,,,,arrow.counterclockwise,,􀅉,XXXXX,2019
,arrows,2804,100683,TRUE,FALSE,,,,,,,,,,,arrow.counterclockwise.circle,,􀚃,XXXXX,2019
,"arrows, multicolor",2805,100684,TRUE,FALSE,,,,,,,,,,,arrow.counterclockwise.circle.fill,,􀚄,XXXXX,2019
"enter, enter.full.screen, expand, fullscreen, maximize",arrows,2806,10014A,TRUE,FALSE,,,enter,enter.full.screen,expand,fullscreen,maximize,,,,arrow.up.left.and.arrow.down.right,,􀅊,XXXXX,2019
,arrows,2807,1009DB,TRUE,FALSE,,,,,,,,,,,arrow.up.left.and.arrow.down.right.circle,,􀧛,XXXXX,2020
,"arrows, multicolor",2808,1009DC,TRUE,FALSE,,,,,,,,,,,arrow.up.left.and.arrow.down.right.circle.fill,,􀧜,XXXXX,2020
"exit, exit.full.screen, fullscreen, minimize",arrows,2812,10014B,TRUE,FALSE,,,exit,exit.full.screen,fullscreen,minimize,,,,,arrow.down.right.and.arrow.up.left,,􀅋,XXXXX,2019
,arrows,2818,100147,TRUE,FALSE,,,,,,,,,,,return,,􀅇,XXXXX,2019
,"arrows, whatsnew",2819,101086,TRUE,FALSE,,,,,,,,,,,return.left,,􁂆,XXXXX,2021
,"arrows, whatsnew",2820,101087,TRUE,FALSE,,,,,,,,,,,return.right,,􁂇,XXXXX,2021
,arrows,2821,10014C,TRUE,FALSE,,,,,,,,,,,arrow.2.squarepath,,􀅌,XXXXX,2019
"sync, syncing",arrows,2822,1002AF,TRUE,FALSE,,,sync,syncing,,,,,,,arrow.triangle.2.circlepath,arrow.2.circlepath,􀊯,XXXXX,2020
"sync, syncing, syncing.circle",arrows,2823,10058A,TRUE,FALSE,,,sync,syncing,syncing.circle,,,,,,arrow.triangle.2.circlepath.circle,arrow.2.circlepath.circle,􀖊,XXXXX,2020
"sync, syncing, syncing.circle.fill","arrows, multicolor",2824,10058B,TRUE,FALSE,,,sync,syncing,syncing.circle.fill,,,,,,arrow.triangle.2.circlepath.circle.fill,arrow.2.circlepath.circle.fill,􀖋,XXXXX,2020
"sync, syncing, warning",arrows,2825,1008A4,TRUE,FALSE,,,sync,syncing,warning,,,,,,exclamationmark.arrow.triangle.2.circlepath,,􀢤,XXXXX,2020
,arrows,2826,100916,TRUE,FALSE,,,,,,,,,,,arrow.triangle.capsulepath,,􀤖,XXXXX,2020
recycle,arrows,2827,10065B,TRUE,FALSE,,,recycle,,,,,,,,arrow.3.trianglepath,,􀙛,XXXXX,2019
"directions, directions.diamond",arrows,2828,10065E,TRUE,FALSE,,,directions,directions.diamond,,,,,,,arrow.triangle.turn.up.right.diamond,arrow.up.right.diamond,􀙞,XXXXX,2020
"directions, directions.diamond.fill",arrows,2829,10065F,TRUE,FALSE,,,directions,directions.diamond.fill,,,,,,,arrow.triangle.turn.up.right.diamond.fill,arrow.up.right.diamond.fill,􀙟,XXXXX,2020
directions,arrows,2830,1007F7,TRUE,FALSE,,,directions,,,,,,,,arrow.triangle.turn.up.right.circle,,􀟷,XXXXX,2020
directions,"arrows, multicolor",2831,1007F8,TRUE,FALSE,,,directions,,,,,,,,arrow.triangle.turn.up.right.circle.fill,,􀟸,XXXXX,2020
merge,arrows,2832,100584,TRUE,FALSE,,,merge,,,,,,,,arrow.triangle.merge,arrow.merge,􀖄,XXXXX,2020
swap,arrows,2833,100585,TRUE,FALSE,,,swap,,,,,,,,arrow.triangle.swap,arrow.swap,􀖅,XXXXX,2020
divide,arrows,2834,100660,TRUE,FALSE,,,divide,,,,,,,,arrow.triangle.branch,arrow.branch,􀙠,XXXXX,2020
,arrows,2835,100661,TRUE,FALSE,,,,,,,,,,,arrow.triangle.pull,,􀙡,XXXXX,2020
,arrows,2836,1004C4,TRUE,FALSE,,,,,,,,,,,arrowtriangle.left,,􀓄,XXXXX,2019
,arrows,2837,100126,TRUE,FALSE,,,,,,,,,,,arrowtriangle.left.fill,,􀄦,XXXXX,2019
,"arrows, gaming",2838,10006A,TRUE,FALSE,,,,,,,,,,,arrowtriangle.left.circle,,􀁪,XXXXX,2019
,"arrows, gaming, multicolor",2839,10006B,TRUE,FALSE,,,,,,,,,,,arrowtriangle.left.circle.fill,,􀁫,XXXXX,2019
,arrows,2840,1000FA,TRUE,FALSE,,,,,,,,,,,arrowtriangle.left.square,,􀃺,XXXXX,2019
,arrows,2841,1000FB,TRUE,FALSE,,,,,,,,,,,arrowtriangle.left.square.fill,,􀃻,XXXXX,2019
,arrows,2848,1004C5,TRUE,FALSE,,,,,,,,,,,arrowtriangle.right,,􀓅,XXXXX,2019
,arrows,2849,100127,TRUE,FALSE,,,,,,,,,,,arrowtriangle.right.fill,,􀄧,XXXXX,2019
,"arrows, gaming",2850,10006C,TRUE,FALSE,,,,,,,,,,,arrowtriangle.right.circle,,􀁬,XXXXX,2019
,"arrows, gaming, multicolor",2851,10006D,TRUE,FALSE,,,,,,,,,,,arrowtriangle.right.circle.fill,,􀁭,XXXXX,2019
,arrows,2852,1000FC,TRUE,FALSE,,,,,,,,,,,arrowtriangle.right.square,,􀃼,XXXXX,2019
,arrows,2853,1000FD,TRUE,FALSE,,,,,,,,,,,arrowtriangle.right.square.fill,,􀃽,XXXXX,2019
,arrows,2860,1004C2,TRUE,FALSE,,,,,,,,,,,arrowtriangle.up,,􀓂,XXXXX,2019
,arrows,2861,100124,TRUE,FALSE,,,,,,,,,,,arrowtriangle.up.fill,,􀄤,XXXXX,2019
,"arrows, gaming",2862,100066,TRUE,FALSE,,,,,,,,,,,arrowtriangle.up.circle,,􀁦,XXXXX,2019
,"arrows, gaming, multicolor",2863,100067,TRUE,FALSE,,,,,,,,,,,arrowtriangle.up.circle.fill,,􀁧,XXXXX,2019
,arrows,2864,1000F6,TRUE,FALSE,,,,,,,,,,,arrowtriangle.up.square,,􀃶,XXXXX,2019
,arrows,2865,1000F7,TRUE,FALSE,,,,,,,,,,,arrowtriangle.up.square.fill,,􀃷,XXXXX,2019
,arrows,2866,1004C3,TRUE,FALSE,,,,,,,,,,,arrowtriangle.down,,􀓃,XXXXX,2019
,arrows,2867,100125,TRUE,FALSE,,,,,,,,,,,arrowtriangle.down.fill,,􀄥,XXXXX,2019
,"arrows, gaming",2868,100068,TRUE,FALSE,,,,,,,,,,,arrowtriangle.down.circle,,􀁨,XXXXX,2019
,"arrows, gaming, multicolor",2869,100069,TRUE,FALSE,,,,,,,,,,,arrowtriangle.down.circle.fill,,􀁩,XXXXX,2019
,arrows,2870,1000F8,TRUE,FALSE,,,,,,,,,,,arrowtriangle.down.square,,􀃸,XXXXX,2019
,arrows,2871,1000F9,TRUE,FALSE,,,,,,,,,,,arrowtriangle.down.square.fill,,􀃹,XXXXX,2019
"/, ÷",,2872,100567,TRUE,FALSE,,,/,÷,,,,,,,slash.circle,,􀕧,XXXXX,2019
"/, ÷",multicolor,2873,100568,TRUE,FALSE,,,/,÷,,,,,,,slash.circle.fill,,􀕨,XXXXX,2019
,whatsnew,2874,1.00E+15,TRUE,FALSE,,,*,,,,,,,,asterisk,,􀸓,XXXXX,2021
*,,2875,10056C,TRUE,FALSE,,,*,,,,,,,,asterisk.circle,,􀕬,XXXXX,2019
*,multicolor,2876,10056D,TRUE,FALSE,,,*,,,,,,,,asterisk.circle.fill,,􀕭,XXXXX,2019
,"gaming, indices",2877,100004,TRUE,FALSE,,,,,,,,,,,a.circle,,􀀄,XXXXX,2019
,"gaming, indices, multicolor",2878,100005,TRUE,FALSE,,,,,,,,,,,a.circle.fill,,􀀅,XXXXX,2019
,indices,2879,100094,TRUE,FALSE,,,,,,,,,,,a.square,,􀂔,XXXXX,2019
,indices,2880,100095,TRUE,FALSE,,,,,,,,,,,a.square.fill,,􀂕,XXXXX,2019
,"gaming, indices",2881,100006,TRUE,FALSE,,,,,,,,,,,b.circle,,􀀆,XXXXX,2019
,"gaming, indices, multicolor",2882,100007,TRUE,FALSE,,,,,,,,,,,b.circle.fill,,􀀇,XXXXX,2019
,indices,2883,100096,TRUE,FALSE,,,,,,,,,,,b.square,,􀂖,XXXXX,2019
,indices,2884,100097,TRUE,FALSE,,,,,,,,,,,b.square.fill,,􀂗,XXXXX,2019
,indices,2885,100008,TRUE,FALSE,,,,,,,,,,,c.circle,,􀀈,XXXXX,2019
,"indices, multicolor",2886,100009,TRUE,FALSE,,,,,,,,,,,c.circle.fill,,􀀉,XXXXX,2019
,indices,2887,100098,TRUE,FALSE,,,,,,,,,,,c.square,,􀂘,XXXXX,2019
,indices,2888,100099,TRUE,FALSE,,,,,,,,,,,c.square.fill,,􀂙,XXXXX,2019
,indices,2889,10000A,TRUE,FALSE,,,,,,,,,,,d.circle,,􀀊,XXXXX,2019
,"indices, multicolor",2890,10000B,TRUE,FALSE,,,,,,,,,,,d.circle.fill,,􀀋,XXXXX,2019
,indices,2891,10009A,TRUE,FALSE,,,,,,,,,,,d.square,,􀂚,XXXXX,2019
,indices,2892,10009B,TRUE,FALSE,,,,,,,,,,,d.square.fill,,􀂛,XXXXX,2019
,indices,2893,10000C,TRUE,FALSE,,,,,,,,,,,e.circle,,􀀌,XXXXX,2019
,"indices, multicolor",2894,10000D,TRUE,FALSE,,,,,,,,,,,e.circle.fill,,􀀍,XXXXX,2019
,indices,2895,10009C,TRUE,FALSE,,,,,,,,,,,e.square,,􀂜,XXXXX,2019
,indices,2896,10009D,TRUE,FALSE,,,,,,,,,,,e.square.fill,,􀂝,XXXXX,2019
,indices,2897,10000E,TRUE,FALSE,,,,,,,,,,,f.circle,,􀀎,XXXXX,2019
,"indices, multicolor",2898,10000F,TRUE,FALSE,,,,,,,,,,,f.circle.fill,,􀀏,XXXXX,2019
,indices,2899,10009E,TRUE,FALSE,,,,,,,,,,,f.square,,􀂞,XXXXX,2019
,indices,2900,10009F,TRUE,FALSE,,,,,,,,,,,f.square.fill,,􀂟,XXXXX,2019
,indices,2901,100010,TRUE,FALSE,,,,,,,,,,,g.circle,,􀀐,XXXXX,2019
,"indices, multicolor",2902,100011,TRUE,FALSE,,,,,,,,,,,g.circle.fill,,􀀑,XXXXX,2019
,indices,2903,1000A0,TRUE,FALSE,,,,,,,,,,,g.square,,􀂠,XXXXX,2019
,indices,2904,1000A1,TRUE,FALSE,,,,,,,,,,,g.square.fill,,􀂡,XXXXX,2019
,indices,2905,100012,TRUE,FALSE,,,,,,,,,,,h.circle,,􀀒,XXXXX,2019
,"indices, multicolor",2906,100013,TRUE,FALSE,,,,,,,,,,,h.circle.fill,,􀀓,XXXXX,2019
,indices,2907,1000A2,TRUE,FALSE,,,,,,,,,,,h.square,,􀂢,XXXXX,2019
,indices,2908,1000A3,TRUE,FALSE,,,,,,,,,,,h.square.fill,,􀂣,XXXXX,2019
,indices,2909,100014,TRUE,FALSE,,,,,,,,,,,i.circle,,􀀔,XXXXX,2019
,"indices, multicolor",2910,100015,TRUE,FALSE,,,,,,,,,,,i.circle.fill,,􀀕,XXXXX,2019
,indices,2911,1000A4,TRUE,FALSE,,,,,,,,,,,i.square,,􀂤,XXXXX,2019
,indices,2912,1000A5,TRUE,FALSE,,,,,,,,,,,i.square.fill,,􀂥,XXXXX,2019
,indices,2913,100016,TRUE,FALSE,,,,,,,,,,,j.circle,,􀀖,XXXXX,2019
,"indices, multicolor",2914,100017,TRUE,FALSE,,,,,,,,,,,j.circle.fill,,􀀗,XXXXX,2019
,indices,2915,1000A6,TRUE,FALSE,,,,,,,,,,,j.square,,􀂦,XXXXX,2019
,indices,2916,1000A7,TRUE,FALSE,,,,,,,,,,,j.square.fill,,􀂧,XXXXX,2019
,indices,2917,100018,TRUE,FALSE,,,,,,,,,,,k.circle,,􀀘,XXXXX,2019
,"indices, multicolor",2918,100019,TRUE,FALSE,,,,,,,,,,,k.circle.fill,,􀀙,XXXXX,2019
,indices,2919,1000A8,TRUE,FALSE,,,,,,,,,,,k.square,,􀂨,XXXXX,2019
,indices,2920,1000A9,TRUE,FALSE,,,,,,,,,,,k.square.fill,,􀂩,XXXXX,2019
,"gaming, indices",2921,10001A,TRUE,FALSE,,,,,,,,,,,l.circle,,􀀚,XXXXX,2019
,"gaming, indices, multicolor",2922,10001B,TRUE,FALSE,,,,,,,,,,,l.circle.fill,,􀀛,XXXXX,2019
,indices,2923,1000AA,TRUE,FALSE,,,,,,,,,,,l.square,,􀂪,XXXXX,2019
,indices,2924,1000AB,TRUE,FALSE,,,,,,,,,,,l.square.fill,,􀂫,XXXXX,2019
,indices,2925,10001C,TRUE,FALSE,,,,,,,,,,,m.circle,,􀀜,XXXXX,2019
,"indices, multicolor",2926,10001D,TRUE,FALSE,,,,,,,,,,,m.circle.fill,,􀀝,XXXXX,2019
,indices,2927,1000AC,TRUE,FALSE,,,,,,,,,,,m.square,,􀂬,XXXXX,2019
,indices,2928,1000AD,TRUE,FALSE,,,,,,,,,,,m.square.fill,,􀂭,XXXXX,2019
,indices,2929,10001E,TRUE,FALSE,,,,,,,,,,,n.circle,,􀀞,XXXXX,2019
,"indices, multicolor",2930,10001F,TRUE,FALSE,,,,,,,,,,,n.circle.fill,,􀀟,XXXXX,2019
,indices,2931,1000AE,TRUE,FALSE,,,,,,,,,,,n.square,,􀂮,XXXXX,2019
,indices,2932,1000AF,TRUE,FALSE,,,,,,,,,,,n.square.fill,,􀂯,XXXXX,2019
,indices,2933,100020,TRUE,FALSE,,,,,,,,,,,o.circle,,􀀠,XXXXX,2019
,"indices, multicolor",2934,100021,TRUE,FALSE,,,,,,,,,,,o.circle.fill,,􀀡,XXXXX,2019
,indices,2935,1000B0,TRUE,FALSE,,,,,,,,,,,o.square,,􀂰,XXXXX,2019
,indices,2936,1000B1,TRUE,FALSE,,,,,,,,,,,o.square.fill,,􀂱,XXXXX,2019
,indices,2937,100022,TRUE,FALSE,,,,,,,,,,,p.circle,,􀀢,XXXXX,2019
,"indices, multicolor",2938,100023,TRUE,FALSE,,,,,,,,,,,p.circle.fill,,􀀣,XXXXX,2019
,indices,2939,1000B2,TRUE,FALSE,,,,,,,,,,,p.square,,􀂲,XXXXX,2019
,indices,2940,1000B3,TRUE,FALSE,,,,,,,,,,,p.square.fill,,􀂳,XXXXX,2019
,indices,2941,100024,TRUE,FALSE,,,,,,,,,,,q.circle,,􀀤,XXXXX,2019
,"indices, multicolor",2942,100025,TRUE,FALSE,,,,,,,,,,,q.circle.fill,,􀀥,XXXXX,2019
,indices,2943,1000B4,TRUE,FALSE,,,,,,,,,,,q.square,,􀂴,XXXXX,2019
,indices,2944,1000B5,TRUE,FALSE,,,,,,,,,,,q.square.fill,,􀂵,XXXXX,2019
,"gaming, indices",2945,100026,TRUE,FALSE,,,,,,,,,,,r.circle,,􀀦,XXXXX,2019
,"gaming, indices, multicolor",2946,100027,TRUE,FALSE,,,,,,,,,,,r.circle.fill,,􀀧,XXXXX,2019
,indices,2947,1000B6,TRUE,FALSE,,,,,,,,,,,r.square,,􀂶,XXXXX,2019
,indices,2948,1000B7,TRUE,FALSE,,,,,,,,,,,r.square.fill,,􀂷,XXXXX,2019
,indices,2949,100028,TRUE,FALSE,,,,,,,,,,,s.circle,,􀀨,XXXXX,2019
,"indices, multicolor",2950,100029,TRUE,FALSE,,,,,,,,,,,s.circle.fill,,􀀩,XXXXX,2019
,indices,2951,1000B8,TRUE,FALSE,,,,,,,,,,,s.square,,􀂸,XXXXX,2019
,indices,2952,1000B9,TRUE,FALSE,,,,,,,,,,,s.square.fill,,􀂹,XXXXX,2019
,indices,2953,10002A,TRUE,FALSE,,,,,,,,,,,t.circle,,􀀪,XXXXX,2019
,"indices, multicolor",2954,10002B,TRUE,FALSE,,,,,,,,,,,t.circle.fill,,􀀫,XXXXX,2019
,indices,2955,1000BA,TRUE,FALSE,,,,,,,,,,,t.square,,􀂺,XXXXX,2019
,indices,2956,1000BB,TRUE,FALSE,,,,,,,,,,,t.square.fill,,􀂻,XXXXX,2019
,indices,2957,10002C,TRUE,FALSE,,,,,,,,,,,u.circle,,􀀬,XXXXX,2019
,"indices, multicolor",2958,10002D,TRUE,FALSE,,,,,,,,,,,u.circle.fill,,􀀭,XXXXX,2019
,indices,2959,1000BC,TRUE,FALSE,,,,,,,,,,,u.square,,􀂼,XXXXX,2019
,indices,2960,1000BD,TRUE,FALSE,,,,,,,,,,,u.square.fill,,􀂽,XXXXX,2019
,indices,2961,10002E,TRUE,FALSE,,,,,,,,,,,v.circle,,􀀮,XXXXX,2019
,"indices, multicolor",2962,10002F,TRUE,FALSE,,,,,,,,,,,v.circle.fill,,􀀯,XXXXX,2019
,indices,2963,1000BE,TRUE,FALSE,,,,,,,,,,,v.square,,􀂾,XXXXX,2019
,indices,2964,1000BF,TRUE,FALSE,,,,,,,,,,,v.square.fill,,􀂿,XXXXX,2019
,indices,2965,100030,TRUE,FALSE,,,,,,,,,,,w.circle,,􀀰,XXXXX,2019
,"indices, multicolor",2966,100031,TRUE,FALSE,,,,,,,,,,,w.circle.fill,,􀀱,XXXXX,2019
,indices,2967,1000C0,TRUE,FALSE,,,,,,,,,,,w.square,,􀃀,XXXXX,2019
,indices,2968,1000C1,TRUE,FALSE,,,,,,,,,,,w.square.fill,,􀃁,XXXXX,2019
,"gaming, indices",2969,100032,TRUE,FALSE,,,,,,,,,,,x.circle,,􀀲,XXXXX,2019
,"gaming, indices, multicolor",2970,100033,TRUE,FALSE,,,,,,,,,,,x.circle.fill,,􀀳,XXXXX,2019
,indices,2971,1000C2,TRUE,FALSE,,,,,,,,,,,x.square,,􀃂,XXXXX,2019
,indices,2972,1000C3,TRUE,FALSE,,,,,,,,,,,x.square.fill,,􀃃,XXXXX,2019
,"gaming, indices",2973,100034,TRUE,FALSE,,,,,,,,,,,y.circle,,􀀴,XXXXX,2019
,"gaming, indices, multicolor",2974,100035,TRUE,FALSE,,,,,,,,,,,y.circle.fill,,􀀵,XXXXX,2019
,indices,2975,1000C4,TRUE,FALSE,,,,,,,,,,,y.square,,􀃄,XXXXX,2019
,indices,2976,1000C5,TRUE,FALSE,,,,,,,,,,,y.square.fill,,􀃅,XXXXX,2019
,indices,2977,100036,TRUE,FALSE,,,,,,,,,,,z.circle,,􀀶,XXXXX,2019
,"indices, multicolor",2978,100037,TRUE,FALSE,,,,,,,,,,,z.circle.fill,,􀀷,XXXXX,2019
,indices,2979,1000C6,TRUE,FALSE,,,,,,,,,,,z.square,,􀃆,XXXXX,2019
,indices,2980,1000C7,TRUE,FALSE,,,,,,,,,,,z.square.fill,,􀃇,XXXXX,2019
"currencies, currency","commerce, indices",2981,100597,TRUE,FALSE,,,currencies,currency,,,,,,,dollarsign.circle,,􀖗,XXXXX,2019
